idEntraineur , FirstName , LastName , dob ,idCountry , idEntraineurPost
4712,Laree,Nitzsche,1968-07-16,40,5
4713,Bertie,Stamm,1962-08-21,45,2
4714,Rodrick,Nitzsche,1976-05-02,37,2
4715,Elyse,Wilderman,1960-04-07,35,3
4716,Emiko,Mohr,1977-03-25,46,5
4717,Kendrick,Corkery,1981-01-25,40,1
4718,Brandy,Cummings,1969-03-11,45,5
4719,Arlie,Bosco,1955-08-09,71,4
4720,Tatiana,Purdy,1978-09-26,60,6
4721,Mitsue,Howe,1962-10-08,4,2
4722,Rocco,Abshire,1972-12-02,59,3
4723,Ricky,Rippin,1970-08-27,40,1
4724,Manual,Jast,1982-11-25,49,4
4725,Trent,Christiansen,1959-11-12,32,1
4726,Shari,Dooley,1984-03-15,7,1
4727,Noah,Emard,1979-07-27,12,2
4728,Herman,Haley,1959-12-12,56,5
4729,Peggy,Lubowitz,1972-11-13,40,1
4730,Charles,Welch,1969-05-20,68,5
4731,Stepanie,Kulas,1967-06-08,68,4
4732,Wally,Marks,1957-01-06,54,4
4733,Verona,Prohaska,1970-06-12,32,1
4734,Sherron,Fahey,1969-11-07,37,5
4735,Seymour,Hackett,1956-07-31,40,1
4736,Harrison,Bayer,1970-04-27,14,3
4737,Harvey,Sipes,1980-10-19,17,1
4738,Coleman,Kuhn,1963-07-26,65,2
4739,Russel,Kautzer,1972-01-18,22,1
4740,Gayle,Johnston,1981-03-09,66,3
4741,Rashad,Walsh,1977-12-11,40,1
4742,Dale,Halvorson,1973-05-21,69,5
4743,Veronique,Hamill,1958-01-01,12,4
4744,Karri,Thiel,1958-03-20,19,4
4745,Alfonso,Macejkovic,1979-03-16,9,5
4746,Sherman,Quigley,1983-05-14,4,3
4747,Brice,Schuster,1983-09-25,40,1
4748,Marshall,Jakubowski,1965-02-10,29,6
4749,Refugia,Runolfsson,1962-02-11,45,4
4750,Parker,Hodkiewicz,1980-08-31,47,2
4751,Conrad,Leannon,1975-09-28,52,2
4752,Ike,Mante,1981-03-13,44,5
4753,Aracely,Will,1971-02-23,40,1
4754,Rosa,Flatley,1972-10-20,23,1
4755,Marvin,Bartoletti,1955-12-16,54,2
4756,Francesco,Green,1960-09-21,43,2
4757,Armand,Raynor,1959-02-27,2,4
4758,Julio,Hayes,1968-07-03,14,2
4759,Genaro,Metz,1970-11-05,40,1
4760,Tomasa,Leuschke,1980-11-13,39,5
4761,Art,Raynor,1969-12-02,9,3
4762,Johnetta,Schumm,1966-05-10,44,4
4763,Houston,Powlowski,1982-07-30,62,2
4764,Elvie,O'Reilly,1955-11-17,59,3
4765,Merilyn,Flatley,1959-05-07,40,1
4766,Kandra,Breitenberg,1966-11-24,3,1
4767,Abe,Kemmer,1978-11-18,40,1
4768,Stephanie,Lindgren,1983-06-03,6,3
4769,Stanley,Bosco,1961-08-22,49,1
4770,Burt,Little,1958-07-22,12,5
4771,Jefferson,Wuckert,1976-04-05,40,1
4772,Vannesa,Stanton,1980-12-11,61,4
4773,Emmitt,Nicolas,1960-12-29,49,4
4774,Siobhan,Jenkins,1964-01-12,53,5
4775,Randy,Mueller,1975-12-23,20,5
4776,Cassaundra,Predovic,1968-07-10,70,4
4777,Dawna,Kshlerin,1966-01-05,40,1
4778,Alton,Howe,1961-03-10,48,2
4779,Kareem,Hettinger,1959-06-05,27,5
4780,Julee,Abbott,1972-03-22,18,5
4781,Dalton,Maggio,1980-02-19,33,4
4782,Bernadine,Jast,1964-09-27,19,3
4783,Otis,Towne,1969-10-31,40,1
4784,Kesha,Cormier,1983-08-19,57,4
4785,Jude,Wehner,1956-11-06,67,4
4786,Werner,MacGyver,1962-12-02,45,2
4787,Johnathan,Spinka,1960-01-15,13,5
4788,Charmaine,Nader,1968-09-30,38,2
4789,Guadalupe,Ward,1978-04-23,40,1
4790,Macy,Johns,1983-12-23,53,2
4791,Eric,Sanford,1956-05-01,58,3
4792,Ernestina,Hansen,1967-01-03,42,5
4793,Tarsha,Kulas,1974-03-03,8,3
4794,Chung,Breitenberg,1972-12-19,42,4
4795,Delana,Schuster,1961-07-26,40,1
4796,Denver,Bergstrom,1979-12-12,11,1
4797,Christie,Pagac,1977-09-04,6,2
4798,Scott,Ondricka,1977-02-02,10,4
4799,Alexandria,Daniel,1974-03-31,55,5
4800,Rochel,Little,1960-11-25,34,2
4801,Mohammed,Mante,1967-07-03,41,1
4802,Willie,Schaden,1983-05-05,41,2
4803,Amiee,Torphy,1970-01-02,71,5
4804,Rebekah,Kiehn,1958-02-22,54,6
4805,Odessa,Zieme,1975-06-20,3,5
4806,Eleonore,Gorczany,1968-08-07,33,5
4807,Mickie,Dickens,1971-08-08,41,1
4808,Max,Casper,1961-10-05,63,3
4809,Deandra,Schamberger,1956-02-23,35,6
4810,Lonnie,Streich,1954-03-22,35,5
4811,Larry,Altenwerth,1981-05-26,57,3
4812,Levi,Considine,1967-10-12,11,2
4813,Hans,Prohaska,1972-04-23,41,1
4814,Sung,Terry,1960-08-11,16,3
4815,Carmelita,Goyette,1958-10-13,8,1
4816,Alix,Breitenberg,1958-05-05,5,4
4817,Brant,Farrell,1974-04-05,12,2
4818,Joaquin,Marvin,1969-03-24,59,6
4819,Jona,Zieme,1981-03-08,41,1
4820,Ramon,Weimann,1972-09-18,10,4
4821,Mariah,Runolfsson,1957-09-30,72,3
4822,Linsey,Jakubowski,1971-11-30,40,3
4823,Helene,Emmerich,1959-06-25,37,4
4824,Reiko,Runolfsdottir,1958-08-24,47,6
4825,Henrietta,Mante,1964-12-15,41,1
4826,Eldon,Reichert,1979-11-17,25,5
4827,Columbus,Feil,1956-12-28,30,6
4828,Gary,Schmeler,1974-07-05,44,5
4829,Criselda,Collins,1982-02-14,39,2
4830,Hye,Schoen,1959-11-14,46,1
4831,Paz,Abbott,1961-12-02,41,1
4832,Divina,Wiza,1971-12-19,30,5
4833,Pasquale,MacGyver,1983-04-27,53,5
4834,Felix,Kovacek,1965-11-12,21,6
4835,Gayle,Nolan,1961-01-30,60,2
4836,Lizzette,Rath,1984-05-24,44,2
4837,Dolores,Stark,1967-04-16,41,1
4838,Rene,Homenick,1982-11-24,35,5
4839,Lanie,Satterfield,1972-10-14,72,1
4840,Cherise,Marks,1983-05-05,31,6
4841,Delia,Mayert,1965-03-23,50,3
4842,Omer,Willms,1956-08-21,3,5
4843,Kenia,Sporer,1970-01-29,41,1
4844,Collette,Bashirian,1959-11-13,65,2
4845,Sergio,Smith,1960-05-27,23,5
4846,Kym,Dicki,1971-04-23,23,1
4847,Horace,King,1960-03-09,7,5
4848,Lesia,Bahringer,1976-03-13,54,2
4849,Delila,Watsica,1980-07-06,41,1
4850,Lincoln,Jakubowski,1971-05-17,52,2
4851,Ricky,Wilderman,1966-05-07,20,2
4852,Dorethea,Schumm,1959-12-09,19,5
4853,Adena,Lesch,1982-08-22,68,4
4854,Emil,Gibson,1969-08-28,48,6
4855,Tina,Hegmann,1965-04-20,41,1
4856,Vaughn,Christiansen,1963-01-18,50,6
4857,Leanna,Stroman,1958-05-16,21,5
4858,Marion,Hickle,1973-08-01,11,2
4859,Kraig,Hagenes,1972-12-23,12,1
4860,Luis,Gutmann,1977-12-03,54,1
4861,Melida,Bergnaum,1960-08-27,41,1
4862,Cyril,Kuphal,1959-09-23,10,5
4863,Susan,Cole,1957-02-17,63,5
4864,Phoebe,Denesik,1972-06-27,48,1
4865,Jewel,Grady,1959-09-07,56,4
4866,Lizette,Runte,1956-06-14,58,3
4867,Leon,Heller,1961-01-17,41,1
4868,Candace,Kuhlman,1959-08-15,69,4
4869,Bryon,Hilpert,1956-04-30,23,5
4870,Trula,Champlin,1968-10-25,38,3
4871,Ernest,Langworth,1957-09-18,33,4
4872,Rudolf,Harber,1966-11-16,22,5
4873,Marylynn,Rolfson,1971-05-23,41,1
4874,Ambrose,Hammes,1972-01-12,50,2
4875,Dee,Douglas,1962-03-28,61,3
4876,Stephan,Schroeder,1972-08-11,32,4
4877,Lupe,Mitchell,1954-11-24,22,4
4878,Juliet,Stroman,1957-12-18,19,2
4879,Art,Schimmel,1962-03-16,41,1
4880,Mckinley,Wiza,1965-09-09,25,3
4881,Elayne,Boehm,1978-05-05,24,4
4882,Eugenie,MacGyver,1983-01-15,58,2
4883,Alexis,Halvorson,1984-01-13,26,2
4884,Randy,Gulgowski,1955-10-14,69,5
4885,Jeramy,Kunde,1963-11-30,41,1
4886,Pamela,Herzog,1977-10-11,29,3
4887,Ericka,Huel,1969-05-20,53,2
4888,Herman,Jaskolski,1968-07-04,49,6
4889,Gonzalo,Schumm,1984-09-10,14,6
4890,Pierre,Kovacek,1973-02-09,8,4
4891,Albertine,Reynolds,1955-07-24,41,1
4892,Van,Hettinger,1956-05-02,11,1
4893,Michel,Johnson,1979-06-05,70,6
4894,Remona,Wolf,1982-01-10,12,4
4895,Viva,McCullough,1976-05-13,51,3
4896,Russ,Mayert,1983-03-26,68,1
4897,Markus,Donnelly,1963-05-22,41,1
4898,Chanel,Boyer,1977-10-10,7,6
4899,Columbus,Dicki,1960-10-08,53,3
4900,Jeromy,Bins,1968-06-03,31,2
4901,Emory,Simonis,1958-11-26,49,3
4902,Van,Anderson,1967-02-27,33,3
4903,Andrew,Farrell,1977-02-26,41,1
4904,Myron,Kertzmann,1966-07-22,68,2
4905,Gabriele,Williamson,1961-07-09,66,2
4906,Tracey,Oberbrunner,1979-09-06,71,5
4907,Brandon,Robel,1977-09-28,5,4
4908,Sterling,Kub,1965-05-03,71,4
4909,Joslyn,Schumm,1977-02-24,41,1
4910,Issac,Monahan,1957-04-20,25,1
4911,Will,Rice,1967-09-25,51,3
4912,Carlos,Schowalter,1973-08-13,6,5
4913,Geoffrey,McDermott,1978-05-13,68,3
4914,Elia,Thompson,1980-08-20,4,4
4915,Lean,Schaden,1978-12-07,41,1
4916,Tenisha,Treutel,1966-08-12,48,4
4917,Armand,Jacobs,1963-05-06,15,5
4918,Abbey,Bartell,1973-06-25,25,4
4919,Vito,Pagac,1965-09-11,30,6
4920,Temple,Runolfsdottir,1963-10-25,41,3
4921,Harley,Volkman,1958-12-28,42,1
4922,Anton,Blick,1964-08-04,13,3
4923,Cristen,Paucek,1979-12-20,46,1
4924,Omega,Keeling,1971-09-29,20,4
4925,Sherril,Bechtelar,1972-10-17,3,6
4926,Claud,Dickens,1973-05-31,19,3
4927,Clyde,Jacobs,1967-07-28,42,1
4928,Leonore,Blick,1968-03-02,33,1
4929,Rufus,Harris,1974-01-31,19,5
4930,Tamiko,Jast,1959-06-17,49,6
4931,Hiram,Steuber,1971-01-23,32,1
4932,Eden,Purdy,1979-08-20,6,1
4933,Florencio,Schiller,1964-01-20,42,1
4934,Buster,Green,1968-11-12,13,4
4935,Marilou,Lang,1969-12-10,34,4
4936,Dennise,Upton,1981-06-01,25,2
4937,Quinn,Kreiger,1978-11-23,47,6
4938,Niki,Jacobson,1984-11-20,25,6
4939,Torri,Torphy,1963-04-27,42,1
4940,Germaine,Turner,1973-04-08,10,2
4941,Angeles,Swift,1971-03-10,71,4
4942,Jamie,Von,1956-11-28,31,4
4943,Clint,Littel,1983-01-12,4,5
4944,Waldo,Carter,1967-03-06,11,3
4945,Leila,Haley,1973-03-24,42,1
4946,Wesley,Torphy,1975-01-26,62,4
4947,Refugio,McGlynn,1955-07-28,24,2
4948,Courtney,Brekke,1972-06-11,61,5
4949,Nu,Wilkinson,1968-02-17,62,2
4950,Jamal,Christiansen,1957-04-10,15,4
4951,James,Tillman,1964-07-08,42,1
4952,Melodee,Denesik,1976-05-18,27,6
4953,Shawnta,Wehner,1970-03-13,38,2
4954,Harvey,Langosh,1976-12-06,46,4
4955,Jane,Hegmann,1980-10-21,29,6
4956,Columbus,Bode,1981-03-25,70,1
4957,Booker,Sporer,1976-02-09,42,1
4958,Vince,Hyatt,1954-04-16,9,3
4959,Willis,Legros,1969-06-12,68,4
4960,Lizette,Armstrong,1959-06-20,50,5
4961,Angeline,Ortiz,1960-05-26,58,2
4962,Agustina,Bayer,1960-03-06,20,5
4963,Marty,Jakubowski,1982-06-25,42,1
4964,Jamal,Yundt,1967-04-24,19,2
4965,Harriett,Harris,1964-04-07,56,5
4966,Winnie,Renner,1974-12-12,38,5
4967,Jacelyn,Kautzer,1973-03-14,58,1
4968,Lewis,Morar,1963-04-17,51,2
4969,Carina,Gutmann,1969-05-22,42,1
4970,Myrtis,Witting,1981-05-05,53,5
4971,Bryant,Casper,1971-11-20,50,3
4972,Windy,Price,1982-05-16,69,3
4973,Sam,Fay,1983-12-03,2,2
4974,Heriberto,Watsica,1979-01-02,68,2
4975,Lauren,Keebler,1967-06-10,42,1
4976,Precious,Lindgren,1981-11-23,16,5
4977,Hosea,Crona,1974-11-04,55,2
4978,Trenton,Lueilwitz,1972-07-02,49,4
4979,Yolonda,Bashirian,1958-08-28,10,2
4980,Ka,Klein,1956-01-31,19,4
4981,Felix,Wisozk,1975-08-27,42,1
4982,Eugenio,Grady,1981-06-27,7,3
4983,Dusty,Reilly,1956-05-27,71,4
4984,Shelton,Vandervort,1958-06-26,70,5
4985,Arden,Greenholt,1978-01-18,64,2
4986,Carrol,Morar,1960-11-24,44,2
4987,Karl,Treutel,1978-10-31,42,1
4988,Luciana,Reilly,1958-10-09,22,1
4989,Joline,Lemke,1955-02-03,1,5
4990,Lyle,Predovic,1972-06-22,45,2
4991,Erlene,Champlin,1965-06-30,4,4
4992,Neil,Runolfsdottir,1964-03-24,23,2
4993,Margarite,Greenfelder,1959-10-26,42,1
4994,Jeannette,Schimmel,1972-07-19,11,2
4995,Erin,Brakus,1977-12-22,43,1
4996,Dustin,Cole,1970-07-30,4,2
4997,Bertha,Bayer,1962-01-04,70,1
4998,Arla,Padberg,1959-12-28,38,4
4999,Despina,Zemlak,1965-01-14,42,1
5000,Willie,Goodwin,1983-02-24,48,2
5001,Mervin,Konopelski,1956-10-13,71,2
5002,Darell,Fay,1965-11-11,15,6
5003,Myra,Hilll,1974-12-26,58,5
5004,Almeta,Little,1960-05-31,9,5
5005,Marilynn,Nitzsche,1976-05-02,42,1
5006,Evonne,O'Kon,1977-01-24,62,4
5007,Malcom,Ferry,1977-03-13,34,5
5008,Cary,Swift,1962-12-15,17,5
5009,Thomas,Kessler,1956-04-04,67,2
5010,Carolin,Ernser,1955-03-27,12,4
5011,Donnie,Lemke,1967-08-27,42,1
5012,Todd,Jacobi,1980-05-31,4,2
5013,Lucius,Cummerata,1970-01-21,34,1
5014,Gail,Becker,1963-06-26,55,4
5015,Loan,O'Connell,1956-06-21,3,2
5016,Leia,Franecki,1973-04-06,54,5
5017,Deann,Bailey,1977-11-08,42,1
5018,Albertina,Schuster,1980-11-04,31,4
5019,Chelsie,Treutel,1971-02-16,35,4
5020,Asley,Nicolas,1968-10-26,65,5
5021,Francine,Langosh,1969-01-14,40,2
5022,Cordell,Hahn,1979-11-29,11,4
5023,Milo,Gerhold,1971-09-20,42,1
5024,Houston,Macejkovic,1961-10-24,10,3
5025,Janelle,Hessel,1970-10-21,57,4
5026,Nova,Breitenberg,1983-04-16,5,4
5027,Earleen,Hagenes,1960-12-29,16,5
5028,Kizzie,Batz,1978-01-17,31,3
5029,Earlie,Bernhard,1971-03-16,42,1
5030,Tad,Larson,1965-11-28,43,1
5031,Cleora,Olson,1972-12-26,29,2
5032,Rodolfo,Thompson,1958-05-04,56,4
5033,Ivan,Spinka,1964-01-22,55,4
5034,Carolin,Macejkovic,1955-06-27,14,5
5035,Abdul,Breitenberg,1964-04-15,42,1
5036,Gaylene,Hahn,1967-03-04,35,1
5037,Claudio,Lubowitz,1972-12-06,71,2
5038,Waylon,Cummings,1956-03-05,14,1
5039,Reinaldo,Turcotte,1981-10-01,40,4
5040,Jefferey,Brakus,1984-08-10,35,5
5041,Arlene,Huel,1977-07-08,43,1
5042,Dennis,Graham,1956-06-17,53,1
5043,Babette,Will,1961-09-08,66,3
5044,Edgar,Zboncak,1968-12-16,52,2
5045,Madge,O'Reilly,1980-03-17,70,5
5046,Carlie,Upton,1969-02-12,43,1
5047,Tomoko,Heathcote,1978-05-05,43,1
5048,Magali,Maggio,1979-03-27,42,5
5049,Mckinley,Steuber,1959-04-16,28,6
5050,Heidi,Stiedemann,1974-05-13,57,5
5051,Granville,Stroman,1975-04-27,25,5
5052,Ollie,Jast,1984-07-02,66,4
5053,Louis,Rohan,1967-02-17,43,1
5054,Anderson,Keebler,1954-12-25,8,3
5055,Trenton,Bednar,1976-01-28,24,2
5056,Arlen,Walsh,1961-02-26,65,2
5057,Ferne,Hackett,1972-04-23,46,2
5058,Carey,Veum,1957-07-30,33,2
5059,Jessie,Harvey,1964-05-31,43,1
5060,Santana,Conroy,1958-08-16,9,3
5061,Claire,Buckridge,1970-01-30,41,2
5062,Andrea,Durgan,1979-07-16,34,4
5063,Janetta,Miller,1976-01-02,46,5
5064,Nakesha,Hilll,1963-01-15,4,4
5065,Mark,McDermott,1982-04-08,43,1
5066,Billie,Bode,1980-11-21,57,5
5067,Suzette,Conn,1972-01-25,45,3
5068,Brant,Corkery,1977-08-26,54,1
5069,Shelton,O'Reilly,1964-08-09,34,2
5070,Louie,Kuhlman,1977-07-12,49,2
5071,Janella,Gulgowski,1967-02-23,43,1
5072,Luisa,Botsford,1955-07-05,67,2
5073,Garfield,Marks,1957-05-06,70,4
5074,Quentin,Vandervort,1964-06-21,3,3
5075,Leonora,Lindgren,1982-07-14,12,6
5076,Nga,Gusikowski,1970-02-21,56,5
5077,Zachery,Hahn,1966-11-21,43,1
5078,Val,Emmerich,1978-06-14,34,3
5079,Wilford,Johnston,1964-07-29,25,4
5080,Yer,Hills,1971-06-27,9,5
5081,Russell,Volkman,1972-03-13,42,5
5082,Florencia,Williamson,1969-05-23,24,5
5083,Delcie,Treutel,1963-09-08,43,1
5084,Shantay,Dach,1959-02-24,32,3
5085,Shu,Monahan,1968-09-27,60,3
5086,Regenia,Rosenbaum,1968-07-18,22,2
5087,Sergio,Dickinson,1978-09-08,20,2
5088,Florance,Hansen,1959-02-12,59,2
5089,Teofila,Fahey,1983-03-12,43,1
5090,Marcela,Luettgen,1973-11-10,55,5
5091,Vernice,Barton,1976-11-17,45,6
5092,Stefan,Ortiz,1957-11-09,71,5
5093,Garfield,Klein,1967-07-04,48,3
5094,Kennith,Braun,1956-03-23,71,4
5095,Josphine,Jerde,1975-05-24,43,1
5096,Madeline,Connelly,1956-06-20,45,3
5097,Kami,Cassin,1969-09-17,40,2
5098,Keesha,Kertzmann,1971-02-07,38,6
5099,Morgan,Weissnat,1963-04-11,17,2
5100,Lara,Bahringer,1969-10-09,5,3
5101,Inga,Cruickshank,1967-05-20,43,1
5102,Essie,Bednar,1954-10-04,10,2
5103,Frederic,Bailey,1959-10-16,19,3
5104,Denise,Schoen,1959-11-16,56,2
5105,Kami,Tremblay,1970-05-04,69,2
5106,Lavern,Vandervort,1958-07-23,11,4
5107,Fernando,Carroll,1984-02-15,43,1
5108,Vina,Stanton,1979-06-25,2,1
5109,Omar,Mosciski,1957-10-28,32,3
5110,Aubrey,Sipes,1967-10-22,60,5
5111,Jack,Boyer,1982-03-10,42,5
5112,Laurence,Roberts,1955-01-20,58,2
5113,Mikki,Farrell,1956-06-26,43,1
5114,Everette,Hills,1976-08-11,65,3
5115,Napoleon,Klein,1964-08-11,6,5
5116,Terence,Huels,1977-05-17,16,3
5117,Theodore,Oberbrunner,1979-04-08,16,3
5118,Hortensia,Grady,1973-07-04,21,1
5119,Perry,Boyer,1965-10-18,43,1
5120,Lowell,Dare,1984-07-28,41,4
5121,Agnus,Kshlerin,1963-10-08,56,1
5122,Tamica,Glover,1963-08-30,39,5
5123,Judson,Walsh,1982-08-09,11,1
5124,Clayton,Toy,1957-08-29,39,5
5125,Luigi,Jacobson,1961-09-21,43,1
5126,Yan,Batz,1979-05-03,70,4
5127,Bernie,Kuphal,1967-02-12,56,4
5128,Benjamin,Kerluke,1969-12-14,9,4
5129,Austin,Kuhlman,1971-05-18,20,5
5130,Arnold,Sipes,1978-11-25,45,5
5131,Abel,Greenfelder,1971-07-28,43,1
5132,Kasey,Beier,1972-11-28,46,4
5133,Chrissy,Okuneva,1983-01-29,64,1
5134,Robert,Greenfelder,1979-06-24,68,1
5135,Tracy,Larson,1964-07-14,40,3
5136,Anglea,Morissette,1962-09-13,13,1
5137,Hanh,Barrows,1971-07-18,43,1
5138,Wilson,Schumm,1957-03-01,49,5
5139,Peter,O'Keefe,1981-11-13,54,5
5140,Leonardo,Becker,1964-01-15,20,2
5141,Katrice,Bergnaum,1972-06-24,69,5
5142,Ilona,Parisian,1963-04-30,4,5
5143,Faye,Bogisich,1972-02-26,43,1
5144,Brandi,Collier,1972-07-09,68,5
5145,Otto,Kovacek,1959-01-14,25,4
5146,Dwayne,Ziemann,1956-01-13,32,2
5147,Miguel,Brown,1958-06-28,40,4
5148,Rafael,Osinski,1973-06-09,45,5
5149,Clementina,Quigley,1957-09-19,43,1
5150,Aiko,Smith,1982-07-31,51,3
5151,Sanford,Watsica,1960-07-08,63,2
5152,Sherley,Greenholt,1962-04-27,25,4
5153,Raul,Wunsch,1956-04-29,38,4
5154,Dixie,Pagac,1978-11-20,1,5
5155,Pearlie,Kertzmann,1962-10-11,43,1
5156,Apryl,Dicki,1965-06-24,65,5
5157,Tommy,Watsica,1975-12-06,16,5
5158,Micheal,Stracke,1970-02-18,57,1
5159,Season,Weber,1972-01-20,9,5
5160,Gus,Gottlieb,1984-08-17,41,3
5161,Sonny,Keeling,1962-09-19,44,1
5162,Londa,Connelly,1984-03-04,60,5
5163,Ayesha,Yost,1958-12-04,64,3
5164,Roger,Douglas,1979-06-05,23,4
5165,Daryl,Romaguera,1964-10-18,53,5
5166,Luigi,Wiegand,1978-09-27,46,3
5167,Emmy,Metz,1961-06-13,44,1
5168,Joanna,Brown,1972-02-27,21,5
5169,Tomasa,Volkman,1954-01-22,14,3
5170,Wendi,Bins,1977-12-25,6,3
5171,Duane,Gleichner,1962-12-09,60,3
5172,Sachiko,Quigley,1977-01-30,42,4
5173,Gustavo,Cummings,1971-11-07,44,1
5174,Chang,Hodkiewicz,1972-10-28,64,2
5175,Maris,Weimann,1967-08-15,16,4
5176,Bert,Kiehn,1983-06-29,62,2
5177,Wilfredo,Stoltenberg,1955-08-08,7,3
5178,Song,Greenfelder,1979-09-29,50,6
5179,Gayle,Wolff,1961-05-25,44,1
5180,Tyrone,Ratke,1963-10-08,52,5
5181,Lolita,Doyle,1965-06-19,15,4
5182,Dollie,Stokes,1955-05-23,41,2
5183,Nestor,Wolff,1978-11-26,17,2
5184,Conrad,Watsica,1959-12-12,26,2
5185,Nichelle,Crist,1969-08-15,44,1
5186,Terisa,Leuschke,1973-12-02,38,2
5187,Peter,Connelly,1966-06-29,54,5
5188,Gidget,Nolan,1966-08-13,53,2
5189,Jonas,Brown,1960-05-04,25,3
5190,Maynard,Koch,1982-01-16,43,3
5191,Tracy,Borer,1981-10-18,44,1
5192,Pamala,Stamm,1967-08-27,29,5
5193,Neil,Willms,1973-02-24,62,3
5194,Marcelle,Parker,1982-01-19,5,2
5195,Tonya,Stroman,1982-07-17,40,3
5196,Sid,Kreiger,1982-09-24,36,4
5197,Tonisha,Wehner,1979-04-20,44,1
5198,Tyisha,Wisoky,1984-02-21,12,4
5199,Roselle,Grant,1973-02-24,53,3
5200,Judson,Maggio,1960-11-09,47,4
5201,Aline,Schinner,1963-09-27,20,5
5202,Dee,Little,1980-04-04,61,1
5203,Vania,Olson,1962-09-15,44,1
5204,Newton,Yost,1964-07-26,14,3
5205,Renetta,Zboncak,1966-11-16,61,2
5206,Shelby,Brown,1984-04-11,50,3
5207,Dewey,Jast,1957-12-05,29,3
5208,Damon,Conroy,1954-05-03,7,4
5209,Fredrick,Lesch,1961-04-08,44,1
5210,Danial,Rice,1967-07-26,18,6
5211,Octavio,Reichert,1955-02-22,54,5
5212,Tracy,Ferry,1978-02-16,55,2
5213,Evangeline,Koepp,1984-01-15,46,3
5214,Macy,Wisoky,1981-05-07,70,6
5215,Donny,Reynolds,1959-03-14,44,1
5216,Jimmie,Feest,1954-04-22,22,4
5217,Ernestine,Gaylord,1974-03-20,43,3
5218,Lyndia,Lynch,1974-01-13,24,4
5219,Taneka,Larson,1966-02-17,2,6
5220,Kelly,Upton,1973-09-05,48,3
5221,Inga,Beer,1970-07-20,44,1
5222,Ellis,Waelchi,1954-06-10,17,3
5223,Jim,Lehner,1955-02-13,7,4
5224,Oretha,Williamson,1979-08-28,12,4
5225,Earnestine,Aufderhar,1982-03-18,23,3
5226,Annie,Barrows,1982-05-14,60,4
5227,Pamella,Mayer,1965-04-10,44,1
5228,Dane,Gottlieb,1966-06-25,15,4
5229,Marine,Reynolds,1959-04-24,31,5
5230,Ali,Ullrich,1968-02-12,20,6
5231,Lee,Maggio,1960-06-10,3,6
5232,Hannah,Bednar,1961-12-22,8,2
5233,Dottie,Hickle,1983-04-15,44,1
5234,Kortney,Cole,1954-05-14,8,2
5235,Les,Ortiz,1971-09-12,13,5
5236,Francina,Hodkiewicz,1974-09-03,29,5
5237,Kayla,Legros,1957-07-16,20,4
5238,Burton,Balistreri,1962-02-05,38,2
5239,Dorian,Batz,1981-01-02,44,1
5240,Lona,Lesch,1975-12-26,71,1
5241,Marquis,Jacobson,1955-10-12,63,3
5242,Tonda,Homenick,1978-09-10,63,2
5243,Elisha,Connelly,1958-08-23,63,4
5244,Marlene,Sanford,1973-10-07,55,2
5245,Roxie,Haley,1975-06-23,44,1
5246,Shawana,Kris,1963-08-14,45,3
5247,Jarrett,VonRueden,1983-05-10,17,4
5248,Willia,Casper,1958-02-02,70,6
5249,Sonny,Towne,1972-01-11,67,1
5250,Pei,Goyette,1968-03-03,14,4
5251,Larue,Borer,1980-12-12,44,1
5252,Freddy,Kuhic,1984-10-21,32,4
5253,Humberto,Pfannerstill,1966-11-19,40,3
5254,Cheree,Kuvalis,1974-04-11,45,2
5255,Virgen,Lind,1962-12-07,44,1
5256,Brice,Kertzmann,1956-01-07,9,3
5257,Micah,Kunde,1972-04-16,44,1
5258,Kum,Parisian,1954-11-05,19,5
5259,Jonah,Rolfson,1976-08-06,24,3
5260,Basil,Bartell,1978-05-11,26,2
5261,Dorcas,Larson,1967-03-29,17,2
5262,Jimmie,Turcotte,1974-05-21,28,6
5263,Galen,Ullrich,1978-12-08,44,1
5264,Roland,Gleason,1980-11-18,15,6
5265,Micah,Raynor,1957-10-20,65,5
5266,Velva,Considine,1984-07-13,7,3
5267,Matthew,Metz,1970-05-19,66,3
5268,Chun,Weber,1975-05-21,53,6
5269,Alex,Botsford,1981-01-13,44,1
5270,Phillip,Renner,1960-05-19,30,4
5271,Lucretia,Howe,1972-11-30,21,2
5272,Jess,Bogisich,1956-04-11,68,3
5273,Tracie,Vandervort,1955-08-14,4,4
5274,Chung,Jaskolski,1954-05-06,68,3
5275,Dahlia,Hoeger,1968-03-24,44,1
5276,Fidel,Jaskolski,1964-09-19,70,6
5277,Myung,Herzog,1969-12-20,26,5
5278,Jacque,Frami,1976-02-05,54,5
5279,Dorris,Mertz,1977-08-09,3,5
5280,Tameika,Casper,1963-11-20,20,2
5281,Lupe,McLaughlin,1974-07-25,45,1
5282,Hortensia,Hackett,1981-06-25,68,3
5283,Brittni,Hegmann,1958-12-02,34,4
5284,Ronny,McClure,1970-05-03,68,2
5285,Alan,Wyman,1964-10-06,69,2
5286,Queenie,Boyle,1975-01-06,15,3
5287,Xavier,Kling,1957-10-20,45,1
5288,Jerrell,Dare,1972-09-08,23,5
5289,Bill,Muller,1978-06-15,63,3
5290,Diamond,Kunze,1965-03-14,27,5
5291,Masako,Huel,1981-07-02,34,5
5292,Livia,Yost,1973-02-02,35,1
5293,Dudley,Gibson,1978-03-08,45,1
